"IP","Year","Month","Day","Week","Date","Time","Page_Access_Method_and_Path","Path","Section","Page","Author","Response_Code","Bytes","User_Agent"
"54.185.251.52",2021,8,12,32,"2021-08-12","03:42:51","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"137.117.99.177",2021,8,12,32,"2021-08-12","04:32:21","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"137.117.99.177",2021,8,12,32,"2021-08-12","04:32:22","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"185.72.54.199",2021,8,12,32,"2021-08-12","05:12:12","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13"
"54.39.29.64",2021,8,12,32,"2021-08-12","05:16:34","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
"54.39.29.64",2021,8,12,32,"2021-08-12","05:16:35","GET /blog/ HTTP/1.0","/blog/","blog","main_blog_page","",200,24405,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
"54.39.29.64",2021,8,12,32,"2021-08-12","05:16:35","GET /blog/2021/03/Family-Wealth-Four-Types-Of-Capital/ HTTP/1.0","/blog/2021/03/Family-Wealth-Four-Types-Of-Capital/","blog","Family-Wealth-Four-Types-Of-Capital","Nicholas",200,34720,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
"54.39.29.64",2021,8,12,32,"2021-08-12","05:16:36","GET /blog/Nicholas/ HTTP/1.0","/blog/Nicholas/","blog","Nicholas","",200,9717,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37"
"65.49.20.66",2021,8,12,32,"2021-08-12","05:17:38","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"34.65.139.43",2021,8,12,32,"2021-08-12","05:17:58","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0"
"107.174.149.119",2021,8,12,32,"2021-08-12","05:48:03","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322) 360JK yunjiankong 427691"
"107.172.146.140",2021,8,12,32,"2021-08-12","05:48:19","GET /contact/ HTTP/1.0","/contact/","contact","contact","",200,15333,"Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322) 360JK yunjiankong 427691"
"162.221.192.26",2021,8,12,32,"2021-08-12","06:56:45","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"167.248.133.116",2021,8,12,32,"2021-08-12","07:04:04","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"45.146.164.110",2021,8,12,32,"2021-08-12","12:40:25","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"167.99.48.249",2021,8,12,32,"2021-08-12","16:32:00","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.88 Safari/537.36"
"128.14.134.170",2021,8,12,32,"2021-08-12","16:45:49","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"137.226.113.44",2021,8,12,32,"2021-08-12","19:37:22","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0"
"128.14.134.170",2021,8,12,32,"2021-08-12","21:37:35","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"23.90.160.122",2021,8,12,32,"2021-08-12","23:56:19","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"45.146.164.110",2021,8,13,32,"2021-08-13","00:26:47","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","01:14:23","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","01:14:24","GET /blog/ HTTP/1.0","/blog/","blog","main_blog_page","",200,24405,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","01:14:25","GET /blog/2021/03/Family-Wealth-Four-Types-Of-Capital/ HTTP/1.0","/blog/2021/03/Family-Wealth-Four-Types-Of-Capital/","blog","Family-Wealth-Four-Types-Of-Capital","Nicholas",200,34720,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","01:14:26","GET /blog/Nicholas/ HTTP/1.0","/blog/Nicholas/","blog","Nicholas","",200,9717,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"61.135.15.129",2021,8,13,32,"2021-08-13","01:18:41","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Linux; Android 7.0; OPPO x22 6.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4472.114 Mobile Safari/537.36"
"206.189.84.42",2021,8,13,32,"2021-08-13","02:00:38","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1"
"18.237.249.116",2021,8,13,32,"2021-08-13","03:20:04","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"54.190.14.20",2021,8,13,32,"2021-08-13","03:20:32","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"54.149.74.40",2021,8,13,32,"2021-08-13","03:49:42","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"34.222.216.19",2021,8,13,32,"2021-08-13","03:50:04","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"128.14.134.170",2021,8,13,32,"2021-08-13","04:22:40","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","04:37:18","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.14 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","04:37:19","GET /blog/ HTTP/1.0","/blog/","blog","main_blog_page","",200,24405,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.14 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","04:37:20","GET /blog/2021/03/Family-Wealth-Four-Types-Of-Capital/ HTTP/1.0","/blog/2021/03/Family-Wealth-Four-Types-Of-Capital/","blog","Family-Wealth-Four-Types-Of-Capital","Nicholas",200,34720,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.14 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","04:37:20","GET /blog/Nicholas/ HTTP/1.0","/blog/Nicholas/","blog","Nicholas","",200,9717,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.14 Safari/537.36"
"184.105.247.196",2021,8,13,32,"2021-08-13","05:02:47","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"45.79.155.245",2021,8,13,32,"2021-08-13","06:51:18","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0"
"162.142.125.40",2021,8,13,32,"2021-08-13","08:36:26","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"54.39.29.64",2021,8,13,32,"2021-08-13","10:03:27","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","10:03:28","GET /blog/ HTTP/1.0","/blog/","blog","main_blog_page","",200,24405,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","10:03:29","GET /blog/2021/03/Family-Wealth-Four-Types-Of-Capital/ HTTP/1.0","/blog/2021/03/Family-Wealth-Four-Types-Of-Capital/","blog","Family-Wealth-Four-Types-Of-Capital","Nicholas",200,34720,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,13,32,"2021-08-13","10:03:29","GET /blog/Nicholas/ HTTP/1.0","/blog/Nicholas/","blog","Nicholas","",200,9717,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"128.14.134.170",2021,8,13,32,"2021-08-13","15:09:02","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"54.92.200.139",2021,8,13,32,"2021-08-13","15:29:07","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 6.2;en-US) AppleWebKit/537.32.36 (KHTML, live Gecko) Chrome/50.0.3040.78 Safari/537.32"
"54.92.200.139",2021,8,13,32,"2021-08-13","15:29:15","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
"54.92.200.139",2021,8,13,32,"2021-08-13","15:29:16","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
"54.92.200.139",2021,8,13,32,"2021-08-13","15:29:17","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
"54.92.200.139",2021,8,13,32,"2021-08-13","15:29:18","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36"
"162.142.125.53",2021,8,13,32,"2021-08-13","16:03:01","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"23.251.102.74",2021,8,13,32,"2021-08-13","19:29:36","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"45.146.164.110",2021,8,13,32,"2021-08-13","22:45:31","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"128.1.248.42",2021,8,13,32,"2021-08-13","22:47:03","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"64.62.197.182",2021,8,14,32,"2021-08-14","00:36:29","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"213.32.122.82",2021,8,14,32,"2021-08-14","01:58:08","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
"84.17.60.187",2021,8,14,32,"2021-08-14","02:27:52","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
"84.17.60.187",2021,8,14,32,"2021-08-14","02:27:53","GET /contact/ HTTP/1.0","/contact/","contact","contact","",200,15333,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36 Edge/16.16299"
"143.198.78.84",2021,8,14,32,"2021-08-14","03:04:03","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"-"
"34.212.227.166",2021,8,14,32,"2021-08-14","03:32:41","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"34.211.92.42",2021,8,14,32,"2021-08-14","03:33:17","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"128.14.209.162",2021,8,14,32,"2021-08-14","04:00:58","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"128.14.134.170",2021,8,14,32,"2021-08-14","05:55:34","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"128.1.248.42",2021,8,14,32,"2021-08-14","09:40:16","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"162.142.125.43",2021,8,14,32,"2021-08-14","14:26:26","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"128.14.134.134",2021,8,14,32,"2021-08-14","14:59:53","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"162.142.125.58",2021,8,14,32,"2021-08-14","15:01:16","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"62.152.55.125",2021,8,14,32,"2021-08-14","15:04:01","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.72 Safari/537.36"
"142.93.63.7",2021,8,14,32,"2021-08-14","16:30:56","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
"198.199.76.83",2021,8,14,32,"2021-08-14","16:33:39","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36"
"52.87.44.246",2021,8,14,32,"2021-08-14","17:06:16","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"50.31.21.4",2021,8,14,32,"2021-08-14","18:34:31","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"45.146.164.110",2021,8,14,32,"2021-08-14","18:41:01","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"23.251.102.74",2021,8,14,32,"2021-08-14","19:42:37","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"54.74.160.227",2021,8,14,32,"2021-08-14","22:23:12","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:81.0) Gecko/20100101 Firefox/81.0"
"128.1.248.26",2021,8,14,32,"2021-08-14","23:43:32","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"167.248.133.114",2021,8,15,32,"2021-08-15","00:43:28","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"121.4.181.178",2021,8,15,32,"2021-08-15","03:20:16","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2692 MMWEBSDK/200901 Mobile Safari/537.36"
"34.212.18.111",2021,8,15,32,"2021-08-15","03:26:49","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"54.244.147.151",2021,8,15,32,"2021-08-15","03:30:43","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"52.13.9.151",2021,8,15,32,"2021-08-15","03:52:48","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"34.212.28.21",2021,8,15,32,"2021-08-15","03:53:21","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"184.105.247.196",2021,8,15,32,"2021-08-15","04:43:16","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"45.146.164.110",2021,8,15,32,"2021-08-15","06:48:57","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
"128.1.248.26",2021,8,15,32,"2021-08-15","10:21:43","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"206.189.125.78",2021,8,15,32,"2021-08-15","10:41:32","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
"167.71.13.196",2021,8,15,32,"2021-08-15","12:25:31","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"128.14.141.34",2021,8,15,32,"2021-08-15","13:34:27","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","21:24:50","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4089.0 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","21:24:51","GET /blog/ HTTP/1.0","/blog/","blog","main_blog_page","",200,24405,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4089.0 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","21:24:51","GET /blog/2021/03/Family-Wealth-Four-Types-Of-Capital/ HTTP/1.0","/blog/2021/03/Family-Wealth-Four-Types-Of-Capital/","blog","Family-Wealth-Four-Types-Of-Capital","Nicholas",200,34720,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4089.0 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","21:24:52","GET /blog/Nicholas/ HTTP/1.0","/blog/Nicholas/","blog","Nicholas","",200,9717,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4089.0 Safari/537.36"
"162.142.125.196",2021,8,15,32,"2021-08-15","22:16:41","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,67370,"-"
"1.14.17.89",2021,8,15,32,"2021-08-15","23:00:18","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2692 MMWEBSDK/200901 Mobile Safari/537.36"
"1.14.17.89",2021,8,15,32,"2021-08-15","23:08:59","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Linux; Android 10; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/78.0.3904.62 XWEB/2692 MMWEBSDK/200901 Mobile Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","23:24:46","GET / HTTP/1.0","/mainpage/","main_page","main_page","",200,67370,"Mozilla/5.0 (Windows NT 6.3; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","23:24:47","GET /blog/ HTTP/1.0","/blog/","blog","main_blog_page","",200,24405,"Mozilla/5.0 (Windows NT 6.3; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","23:24:47","GET /blog/2021/03/Family-Wealth-Four-Types-Of-Capital/ HTTP/1.0","/blog/2021/03/Family-Wealth-Four-Types-Of-Capital/","blog","Family-Wealth-Four-Types-Of-Capital","Nicholas",200,34720,"Mozilla/5.0 (Windows NT 6.3; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"54.39.29.64",2021,8,15,32,"2021-08-15","23:24:48","GET /blog/Nicholas/ HTTP/1.0","/blog/Nicholas/","blog","Nicholas","",200,9717,"Mozilla/5.0 (Windows NT 6.3; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36"
"3.144.2.151",2021,8,16,33,"2021-08-16","01:22:28","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36"
"35.206.253.134",2021,8,16,33,"2021-08-16","03:03:05","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko; compatible; BW/1.1; bit.ly/2W6Px8S) Chrome/84.0.4147.105 Safari/537.36"
"34.208.79.45",2021,8,16,33,"2021-08-16","03:18:54","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
"34.221.99.5",2021,8,16,33,"2021-08-16","03:22:47","GET / HTTP/1.1","/mainpage/","main_page","main_page","",200,12363,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36"
